TE,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,TE_family,TE_class,significance
L1MEg1:L1:LINE,483.825710150457,-0.0872451307092687,0.0867632940343278,-1.00555346221353,0.314630419879019,0.9962736297742,L1,L1MEg1,Not significant
Charlie3:hAT-Charlie:DNA,364.118410524793,0.0946474308751756,0.0942058809823208,1.00468707354839,0.315047554450915,0.9962736297742,hAT-Charlie,Charlie3,Not significant
AluYi6:Alu:SINE,98.1817936831512,-0.131038271386812,0.130729397013467,-1.00236270020669,0.31616845006581,0.9962736297742,Alu,AluYi6,Not significant
Tigger7:TcMar-Tigger:DNA,3512.10377854739,-0.0935950516015641,0.0935563115858733,-1.00041408233217,0.317110157748372,0.9962736297742,TcMar-Tigger,Tigger7,Not significant
MER135:DNA:DNA,648.074092166596,-0.0999454668880616,0.100056134022961,-0.998893949521632,0.317846067548384,0.9962736297742,DNA,MER135,Not significant
L1ME3B:L1:LINE,6307.30391607658,-0.0495045529162757,0.0496714995690807,-0.996638985046689,0.318939775707808,0.9962736297742,L1,L1ME3B,Not significant
L1MC1:L1:LINE,12104.3963905216,-0.0581099977729782,0.0583072464814138,-0.99661708071743,0.318950411864757,0.9962736297742,L1,L1MC1,Not significant
MER47A:TcMar-Tigger:DNA,1936.47361953433,-0.0438596148171505,0.0440473779448401,-0.995737246200564,0.319377827967142,0.9962736297742,TcMar-Tigger,MER47A,Not significant
MamRep1879:hAT-Tip100:DNA,565.320174658305,0.0680337899341741,0.0684916188105306,0.993315548904997,0.320556202439669,0.9962736297742,hAT-Tip100,MamRep1879,Not significant
Ricksha_0:MULE-MuDR:DNA,564.534192676234,-0.109168781917484,0.109916935863203,-0.993193460681525,0.320615684533206,0.9962736297742,MULE-MuDR,Ricksha_0,Not significant
L1MB2:L1:LINE,8032.62031302019,-0.0622062210248412,0.0631303328280446,-0.985361841735881,0.324446365968378,0.9962736297742,L1,L1MB2,Not significant
HERVS71-int:ERV1:LTR,659.71425733238,0.180274913805007,0.183424717041854,0.98282781466072,0.325692189883264,0.9962736297742,ERV1,HERVS71-int,Not significant
L1P4a:L1:LINE,331.737896047743,0.0862810579041738,0.0886199103982973,0.973608047180237,0.330251189206376,0.9962736297742,L1,L1P4a,Not significant
Eulor9C:DNA:DNA,67.2540300991846,-0.176701972673547,0.182012191920571,-0.970824925566846,0.331635468116764,0.9962736297742,DNA,Eulor9C,Not significant
D20S16:Satellite:Satellite,55.3585451547285,0.324288750337712,0.334798646380161,0.9686083078409,0.332740656677955,0.9962736297742,Satellite,D20S16,Not significant
MER61C:ERV1:LTR,230.809990743457,0.102412208811667,0.105739472190439,0.96853338389302,0.33277805468728,0.9962736297742,ERV1,MER61C,Not significant
HERVL32-int:ERVL:LTR,66.893401105469,-0.234175554836459,0.241854341684935,-0.96825036592281,0.332919346540208,0.9962736297742,ERVL,HERVL32-int,Not significant
MER136:DNA:DNA,170.592122084077,-0.272388112733688,0.282589739892215,-0.963899513257566,0.335096307918247,0.9962736297742,DNA,MER136,Not significant
UCON43:UCON43:Unknown,14.4885643161859,0.259177014514338,0.26951059428986,0.961657983046083,0.336221434938169,0.9962736297742,UCON43,UCON43,Not significant
LTR33:ERVL:LTR,8038.69820955049,0.0750707690607415,0.0781154767256569,0.961022990673046,0.3365406081273,0.9962736297742,ERVL,LTR33,Not significant
MER31A:ERV1:LTR,1589.72656885631,0.0833808509248207,0.0867677427605124,0.96096600271094,0.336569262139935,0.9962736297742,ERV1,MER31A,Not significant
ORSL-2b:hAT-Tip100:DNA,335.88919464802,0.07667935534468,0.0798119472940611,0.960750338068569,0.336677714289186,0.9962736297742,hAT-Tip100,ORSL-2b,Not significant
MLT1M:ERVL-MaLR:LTR,1569.48980826316,-0.0687488348365588,0.07159070529109,-0.9603039187423,0.336902278384344,0.9962736297742,ERVL-MaLR,MLT1M,Not significant
Tigger19a:TcMar-Tigger:DNA,4354.07343671763,-0.0883616880888853,0.0923943471676817,-0.956353833298073,0.338893500715879,0.9962736297742,TcMar-Tigger,Tigger19a,Not significant
MER91C:hAT-Tip100:DNA,651.688916279098,-0.0703687033372175,0.0736178052611489,-0.95586527046812,0.339140307058278,0.9962736297742,hAT-Tip100,MER91C,Not significant
UCON7:DNA:DNA?,30.7089866897947,0.196340282508942,0.205803631859824,0.954017578478266,0.340074744460084,0.9962736297742,DNA,UCON7,Not significant
L1PA14:L1:LINE,2627.47528029259,-0.0625217738576701,0.0655472807039409,-0.953842374332259,0.340163436424284,0.9962736297742,L1,L1PA14,Not significant
MLT1J1-int:ERVL-MaLR:LTR,291.344257788426,-0.0905335975333437,0.0949162216566592,-0.953826395037418,0.340171526211612,0.9962736297742,ERVL-MaLR,MLT1J1-int,Not significant
Tigger14a:TcMar-Tigger:DNA,1210.91848907593,-0.067211793495933,0.0705678071221055,-0.952442710592303,0.340872507371249,0.9962736297742,TcMar-Tigger,Tigger14a,Not significant
MER68C:ERVL:LTR,96.3964656079805,-0.10494615668356,0.110386384200264,-0.950716498632354,0.341748310592048,0.9962736297742,ERVL,MER68C,Not significant
HERVL40-int:ERVL:LTR,945.637853027839,-0.0884998784593581,0.0932624363974683,-0.948933803125054,0.342654280918792,0.9962736297742,ERVL,HERVL40-int,Not significant
L1MC5:L1:LINE,14726.495933964,-0.0574265579317113,0.0605975178728618,-0.947671785042361,0.343296568993558,0.9962736297742,L1,L1MC5,Not significant
Charlie8:hAT-Charlie:DNA,2102.95972056399,0.0465761449234687,0.0492095793732304,0.946485329009045,0.343901101694311,0.9962736297742,hAT-Charlie,Charlie8,Not significant
HERV9-int:ERV1:LTR,706.690049848298,0.0725286958952547,0.0769854866908374,0.942108688440452,0.34613699665376,0.9962736297742,ERV1,HERV9-int,Not significant
HERVE_a-int:ERV1:LTR,332.477184504352,-0.0794108569717035,0.0842953915073024,-0.942054548318032,0.346164713081728,0.9962736297742,ERV1,HERVE_a-int,Not significant
CR1-L3B_Croc:CR1:LINE,12.5429442317529,0.343391399907047,0.36538539702891,0.939806031383013,0.347317064512195,0.9962736297742,CR1,CR1-L3B_Croc,Not significant
MER75:PiggyBac:DNA,213.956584470164,0.0967254558892989,0.102944159017697,0.93959149127316,0.347427142432268,0.9962736297742,PiggyBac,MER75,Not significant
L1PA12:L1:LINE,1101.71746032391,0.0633694477828971,0.0674492264375897,0.939513336621177,0.347467248147934,0.9962736297742,L1,L1PA12,Not significant
Eulor6D:DNA:DNA?,65.1666392315197,0.159652565714034,0.170061627874966,0.938792411368744,0.347837335862622,0.9962736297742,DNA,Eulor6D,Not significant
LTR24B:ERV1:LTR,699.965624292817,-0.0773396502500738,0.082400513684225,-0.938582137320825,0.347945327459529,0.9962736297742,ERV1,LTR24B,Not significant
MSTB1:ERVL-MaLR:LTR,4978.80171506942,0.0489019213951968,0.052226007619199,0.936351898689262,0.349092035205143,0.9962736297742,ERVL-MaLR,MSTB1,Not significant
HERV1_LTRe:ERV1:LTR,32.1599230578673,-0.232854746779204,0.249882776299816,-0.931855929517203,0.35141098575621,0.9962736297742,ERV1,HERV1_LTRe,Not significant
X6B_LINE:CR1:LINE,655.168573306744,-0.0983833692070074,0.105919039166567,-0.928854434303268,0.352964529773603,0.9962736297742,CR1,X6B_LINE,Not significant
LTR41B:ERVL:LTR,719.139277708758,0.0784272083291005,0.0844585412706339,0.928588241629619,0.353102517862454,0.9962736297742,ERVL,LTR41B,Not significant
LTR83:ERVL:LTR,514.599908058894,0.0695722871793163,0.0750565371171597,0.926931748406102,0.353961971995016,0.9962736297742,ERVL,LTR83,Not significant
Charlie6:hAT-Charlie:DNA,191.623716136515,-0.0925290674924827,0.0998776915315461,-0.926423769648877,0.354225796054999,0.9962736297742,hAT-Charlie,Charlie6,Not significant
Chompy-6_Croc:PIF-Harbinger:DNA,4.32434885317677,-0.54132315930872,0.584498124702625,-0.926133269604805,0.354376726096313,0.9962736297742,PIF-Harbinger,Chompy-6_Croc,Not significant
L1MA4:L1:LINE,8060.05685864951,-0.061559462780054,0.0664933157481698,-0.925799263992161,0.354550309757503,0.9962736297742,L1,L1MA4,Not significant
LTR8:ERV1:LTR,2597.59984465679,0.0495920412604838,0.0535854714525069,0.925475505136452,0.354718619389227,0.9962736297742,ERV1,LTR8,Not significant
L1ME3Cz:L1:LINE,7761.06763312788,-0.0558332175759168,0.0603972619304999,-0.924432926117826,0.355260958373596,0.9962736297742,L1,L1ME3Cz,Not significant
HERV9NC-int:ERV1:LTR,468.900488372951,0.084852673319568,0.0918838328878576,0.923477728918089,0.355758301274277,0.9962736297742,ERV1,HERV9NC-int,Not significant
UCON71_Crp:UCON71_Crp:Unknown,203.008211448603,0.115788523609347,0.125518841451583,0.922479225192743,0.356278661800208,0.9962736297742,UCON71_Crp,UCON71_Crp,Not significant
LOR1-int:ERV1:LTR,1300.85382210216,-0.0920106298378684,0.099759221713207,-0.922327061676416,0.356358002447669,0.9962736297742,ERV1,LOR1-int,Not significant
L1ME4a:L1:LINE,27978.8328697016,-0.0461059470560485,0.0501051546014068,-0.920183710095847,0.35747676547873,0.9962736297742,L1,L1ME4a,Not significant
L1MC4a:L1:LINE,8689.41161729753,-0.0536250239242401,0.0583350617043842,-0.919258887493555,0.357960176344562,0.9962736297742,L1,L1MC4a,Not significant
MER94:hAT-Blackjack:DNA,2815.07920734701,0.036879767637474,0.04032783340379,0.914499107061082,0.360454646860625,0.9962736297742,hAT-Blackjack,MER94,Not significant
MER65A:ERV1:LTR,1451.36716605592,0.0556666454662295,0.0609072117441774,0.91395819759474,0.360738811433081,0.9962736297742,ERV1,MER65A,Not significant
LTR1:ERV1:LTR,122.354835047671,0.0992782474115503,0.108708228841653,0.913254207794718,0.361108860039084,0.9962736297742,ERV1,LTR1,Not significant
L1P1:L1:LINE,2503.07024260323,-0.0670174920877013,0.0735142773328241,-0.911625530701885,0.361965877879902,0.9962736297742,L1,L1P1,Not significant
UCON101:UCON101:Unknown,6.09293476830654,-0.432818201021474,0.476066557258987,-0.909154811279918,0.363268413503287,0.9962736297742,UCON101,UCON101,Not significant
UCON53:UCON53:Unknown,45.4253938000848,0.160768264140181,0.176973148749197,0.908433088728158,0.363649450398967,0.9962736297742,UCON53,UCON53,Not significant
MST-int:ERVL-MaLR:LTR,126.955334753175,0.14197840851807,0.156483517632731,0.907305834287898,0.364245089777757,0.9962736297742,ERVL-MaLR,MST-int,Not significant
HUERS-P3-int:ERV1:LTR,683.119164119858,0.0905599817461214,0.0999177034241041,0.906345708945456,0.36475289908186,0.9962736297742,ERV1,HUERS-P3-int,Not significant
LTR78:ERV1:LTR,1978.78093733384,-0.048087677589133,0.0531410050408827,-0.904907190824447,0.365514557190405,0.9962736297742,ERV1,LTR78,Not significant
LTR81A:Gypsy:LTR,384.000013189382,0.0766469224088754,0.0847118057584422,0.904796229080938,0.365573349780466,0.9962736297742,Gypsy,LTR81A,Not significant
MER130:DNA:DNA,63.539433371934,0.173650604580982,0.192120938088961,0.903860902972345,0.366069162766219,0.9962736297742,DNA,MER130,Not significant
UCON84:UCON84:Unknown,55.4603022010318,-0.13450750725275,0.148938250604827,-0.903109219468639,0.366467931397703,0.9962736297742,UCON84,UCON84,Not significant
UCON58:UCON58:Unknown,5.29223011601746,0.553505663977623,0.613204397866375,0.902644641661946,0.366714525659302,0.9962736297742,UCON58,UCON58,Not significant
MLT2B4:ERVL:LTR,4006.24204031771,0.0440236157794553,0.0488694868523388,0.900840557472489,0.367673100012397,0.9962736297742,ERVL,MLT2B4,Not significant
MER74A:ERVL:LTR,1992.21662501995,0.0751138259157586,0.0834194741286294,0.900435140599618,0.367888727048806,0.9962736297742,ERVL,MER74A,Not significant
AluYk11:Alu:SINE,338.917696995435,-0.108830212681046,0.12131268137175,-0.897104997189433,0.369662892438494,0.9962736297742,Alu,AluYk11,Not significant
MamGypLTR1a:Gypsy:LTR,428.713993710399,0.0700441860703355,0.0780788238148332,0.89709581481975,0.36966779177302,0.9962736297742,Gypsy,MamGypLTR1a,Not significant
Kanga1:TcMar-Tc2:DNA,442.627112224373,-0.0635327946643776,0.0710002652395737,-0.894824751006227,0.370880777123414,0.9962736297742,TcMar-Tc2,Kanga1,Not significant
UCON57:UCON57:Unknown,1.85390901056538,-0.639322344581686,0.715036290835032,-0.894111743384484,0.37126210669959,0.9962736297742,UCON57,UCON57,Not significant
L1MA6:L1:LINE,4510.62977552606,-0.0670839891524664,0.0750763674514859,-0.89354335365008,0.371566266169807,0.9962736297742,L1,L1MA6,Not significant
MamGypsy2-I:Gypsy:LTR,1208.49006430166,-0.0470292787500757,0.0526638131041515,-0.893009373572464,0.371852152945855,0.9962736297742,Gypsy,MamGypsy2-I,Not significant
MER57D:ERV1:LTR,392.730896656303,-0.0600376164445503,0.0672830199591219,-0.892314531675695,0.372224367443793,0.9962736297742,ERV1,MER57D,Not significant
L1MEf:L1:LINE,8208.52587296748,-0.0585811118958761,0.0657475470643604,-0.891000721875312,0.372928782964926,0.9962736297742,L1,L1MEf,Not significant
Charlie10b:hAT-Charlie:DNA,192.586614581721,0.0878922319639208,0.0987661682285296,0.889902215914176,0.373518393993652,0.9962736297742,hAT-Charlie,Charlie10b,Not significant
L1MEc:L1:LINE,11722.7480904666,-0.0675282859456472,0.0759235584148119,-0.889424670755066,0.373774890964164,0.9962736297742,L1,L1MEc,Not significant
MER52D:ERV1:LTR,363.422752423065,-0.0756676598153096,0.0853404711221728,-0.886656223247049,0.375264013968169,0.9962736297742,ERV1,MER52D,Not significant
LTR22C:ERVK:LTR,51.9960231277877,0.179400805809799,0.202872310003398,0.884304052173476,0.376532101421565,0.9962736297742,ERVK,LTR22C,Not significant
CR1_Mam:CR1:LINE,1052.92547368016,-0.0557363557633819,0.0631196870496466,-0.883026490919428,0.377221958708512,0.9962736297742,CR1,CR1_Mam,Not significant
LTR81:Gypsy:LTR,83.1911053948761,0.155750538902435,0.176948434206056,0.880202978914544,0.378749360024174,0.9962736297742,Gypsy,LTR81,Not significant
MER11D:ERVK:LTR,547.91562037917,-0.0882105192621594,0.100310035444748,-0.879378806627451,0.37919591933558,0.9962736297742,ERVK,MER11D,Not significant
L1MB3:L1:LINE,12696.7892174793,-0.0471788212924435,0.0538191226280731,-0.876618179350142,0.380694061563879,0.9962736297742,L1,L1MB3,Not significant
L1MA5A:L1:LINE,2724.49694645005,-0.0604468631401424,0.0689607710346533,-0.876539839001617,0.380736628425092,0.9962736297742,L1,L1MA5A,Not significant
LTR10G:ERV1:LTR,236.430074216828,0.135264566552916,0.15443395267613,0.875873240365641,0.381098948429927,0.9962736297742,ERV1,LTR10G,Not significant
Charlie25:hAT-Charlie:DNA,551.40048669242,-0.0801944628080265,0.0917510757549296,-0.874043842518302,0.382094378163104,0.9962736297742,hAT-Charlie,Charlie25,Not significant
LTR54:ERV1:LTR,1010.84856427606,-0.0650172943020237,0.0743934004747955,-0.873965887929153,0.382136830962735,0.9962736297742,ERV1,LTR54,Not significant
AluYb9:Alu:SINE,75.5748875478602,-0.155576918923583,0.178106123676769,-0.873506849241904,0.382386874616289,0.9962736297742,Alu,AluYb9,Not significant
L1P3b:L1:LINE,45.3728323250499,-0.236447976794954,0.270979944435965,-0.872566334335598,0.382899497108295,0.9962736297742,L1,L1P3b,Not significant
HSMAR2:TcMar-Mariner:DNA,2493.95665347707,-0.0569110110172775,0.0652942286043849,-0.871608597478026,0.383421938822264,0.9962736297742,TcMar-Mariner,HSMAR2,Not significant
MER2:TcMar-Tigger:DNA,7173.09366640526,-0.0562736558760532,0.0646054140544518,-0.871036223506342,0.383734374884361,0.9962736297742,TcMar-Tigger,MER2,Not significant
LTR46-int:ERV1:LTR,34.914381961463,0.3203114100637,0.36813957654593,0.870081432344281,0.384255903914662,0.9962736297742,ERV1,LTR46-int,Not significant
MER4CL34:ERV1:LTR,973.880115562591,0.0715383345055156,0.0823472501616375,0.868739810559486,0.384989461177879,0.9962736297742,ERV1,MER4CL34,Not significant
AluYm1:Alu:SINE,1533.14466491754,0.0517118704130732,0.0596738153937277,0.86657556705363,0.386174605487104,0.9962736297742,Alu,AluYm1,Not significant
LTR7:ERV1:LTR,1071.77395889127,0.0989598602090461,0.114316441100138,0.865666034182786,0.386673331641877,0.9962736297742,ERV1,LTR7,Not significant
L1MCc:L1:LINE,1528.82654202869,-0.0617202794600826,0.0713020278779392,-0.865617448717455,0.386699983670108,0.9962736297742,L1,L1MCc,Not significant
L1MC2:L1:LINE,5068.06066796297,-0.0608441062381252,0.0704351476354974,-0.863831599430926,0.387680406300694,0.9962736297742,L1,L1MC2,Not significant
LTR75:ERVL:LTR,405.350233797808,-0.0876800499746689,0.101512275106067,-0.863738398957707,0.387731614475526,0.9962736297742,ERVL,LTR75,Not significant
LTR18C:ERVL:LTR,32.5840880126641,0.195876361842638,0.226799656630772,0.86365369662584,0.387778156997601,0.9962736297742,ERVL,LTR18C,Not significant
L1M2a:L1:LINE,1011.28605387186,-0.119741070034858,0.138833288463897,-0.862480975274137,0.388422897741241,0.9962736297742,L1,L1M2a,Not significant
LTR1C1:ERV1:LTR,37.3106998601541,-0.184343119969472,0.214329392008312,-0.860092581060102,0.389738010476284,0.9962736297742,ERV1,LTR1C1,Not significant
PRIMA4-int:ERV1:LTR,494.757057107883,0.113501406609263,0.132121139240663,0.85907075326165,0.390301481875529,0.9962736297742,ERV1,PRIMA4-int,Not significant
Charlie11:hAT-Charlie:DNA,96.1731944488684,-0.125860479227674,0.146799065220907,-0.857365672174248,0.39124282462446,0.9962736297742,hAT-Charlie,Charlie11,Not significant
L1M4a1:L1:LINE,1444.07273669729,-0.0690890558933983,0.0806008323648426,-0.857175464152333,0.391347920239883,0.9962736297742,L1,L1M4a1,Not significant
UCON92:UCON92:Unknown,7.98501052664559,0.348966422099487,0.407728044744048,0.855880351126084,0.392063964406115,0.9962736297742,UCON92,UCON92,Not significant
L1MD1:L1:LINE,6544.32660941296,-0.0519698001263731,0.0607294434300722,-0.855759532626286,0.392130803234741,0.9962736297742,L1,L1MD1,Not significant
UCON81:hAT-Charlie:DNA,28.9096896905703,-0.248980713035798,0.291488083524923,-0.854171155214685,0.393010162933624,0.9962736297742,hAT-Charlie,UCON81,Not significant
ERV3-16A3_LTR:ERVL:LTR,582.67065992605,0.058558701620884,0.0686061168727832,0.853549279424601,0.393354771914684,0.9962736297742,ERVL,ERV3-16A3_LTR,Not significant
MER113B:hAT-Charlie:DNA,303.314253605401,-0.07835902446029,0.0918167818989105,-0.853428129800526,0.393421927594743,0.9962736297742,hAT-Charlie,MER113B,Not significant
Mam_R4:Dong-R4:LINE,723.202605731294,-0.0790551267738681,0.0926473118033493,-0.853291101868863,0.393497893309431,0.9962736297742,Dong-R4,Mam_R4,Not significant
HERVL66-int:ERVL:LTR,145.282371005264,0.161401755909617,0.189240779723662,0.852890989697375,0.393719758825726,0.9962736297742,ERVL,HERVL66-int,Not significant
L1M3b:L1:LINE,221.091936045071,-0.124471269283588,0.146022521355449,-0.852411450837771,0.393985766863626,0.9962736297742,L1,L1M3b,Not significant
MamRep137:TcMar-Tigger:DNA,1927.67152192027,-0.0338771353181481,0.0397502230801594,-0.852250193661359,0.394075243289394,0.9962736297742,TcMar-Tigger,MamRep137,Not significant
UCON18:UCON18:Unknown,1.63631955973285,0.800494770430971,0.942008151758067,0.849774780544107,0.395450313440076,0.9962736297742,UCON18,UCON18,Not significant
MLT1B-int:ERVL-MaLR:LTR,335.293771628527,-0.08503979452209,0.100280248365082,-0.848021379170233,0.396426064467753,0.9962736297742,ERVL-MaLR,MLT1B-int,Not significant
LTR82B:ERVL:LTR,984.144879820628,0.058218379362479,0.0687234773275842,0.847139603908129,0.396917312674152,0.9962736297742,ERVL,LTR82B,Not significant
LTR16D2:ERVL:LTR,357.721988439854,-0.0790907135719028,0.0933762364040245,-0.847011152063246,0.396988905465204,0.9962736297742,ERVL,LTR16D2,Not significant
REP522:telo:Satellite,72.5529495958924,0.218478648588847,0.258118101886627,0.846429006690934,0.397313462536127,0.9962736297742,telo,REP522,Not significant
AluSq4:Alu:SINE,1103.94924082617,-0.0731943979656256,0.0866258572807206,-0.844948613073243,0.398139530564608,0.9962736297742,Alu,AluSq4,Not significant
PABL_B-int:ERV1:LTR,286.03604871583,0.076483268474475,0.0905900124620063,0.844279257678127,0.398513374133349,0.9962736297742,ERV1,PABL_B-int,Not significant
Tigger4a:TcMar-Tigger:DNA,2333.65049030871,-0.0682695447763825,0.0811487668649653,-0.841288751682274,0.400186190582844,0.9962736297742,TcMar-Tigger,Tigger4a,Not significant
MLT1A0-int:ERVL-MaLR:LTR,763.502552156996,-0.0810930592527833,0.0966778466839598,-0.8387967050805,0.401583400008096,0.9962736297742,ERVL-MaLR,MLT1A0-int,Not significant
MER72:ERV1:LTR,806.977433142098,0.0755210228140212,0.0901091432872169,0.838106101767086,0.401971116292476,0.9962736297742,ERV1,MER72,Not significant
MamGypLTR1b:Gypsy:LTR,494.127441722015,0.0775416815631215,0.0926212012199802,0.837191491167944,0.402484939516327,0.9962736297742,Gypsy,MamGypLTR1b,Not significant
MLT1E3:ERVL-MaLR:LTR,1015.35555429062,0.0486475824617356,0.0581121938975244,0.837132092233881,0.402518323124148,0.9962736297742,ERVL-MaLR,MLT1E3,Not significant
L1ME3G:L1:LINE,12950.3490436372,-0.0423391241743018,0.0507502527629021,-0.834264301541592,0.404132063574621,0.9962736297742,L1,L1ME3G,Not significant
MER127:TcMar-Tigger:DNA,222.687682502847,-0.0908765841041905,0.108940658028411,-0.834184277466826,0.404177149543585,0.9962736297742,TcMar-Tigger,MER127,Not significant
HERVK9-int:ERVK:LTR,1170.68952687269,-0.0673608746070288,0.0808404117853628,-0.833257440423198,0.404699553505641,0.9962736297742,ERVK,HERVK9-int,Not significant
Tigger3c:TcMar-Tigger:DNA,1678.968468559,-0.0471851123527504,0.0566810147334208,-0.832467671488752,0.405145018663808,0.9962736297742,TcMar-Tigger,Tigger3c,Not significant
LTR22:ERVK:LTR,15.6855573938612,0.247517250835304,0.299653257131825,0.826012215600296,0.408797162364432,0.9962736297742,ERVK,LTR22,Not significant
MER92A:ERV1:LTR,172.561498240568,0.122016778140539,0.148295123043834,0.822796971579925,0.410623459142062,0.9962736297742,ERV1,MER92A,Not significant
LTR85b:Gypsy:LTR,415.31558083702,0.0885891053970608,0.107988820129489,0.820354415307383,0.412014094034644,0.9962736297742,Gypsy,LTR85b,Not significant
LTR2:ERV1:LTR,839.454268173261,0.0642715962739746,0.0783787677504934,0.820012844276567,0.412208785038545,0.9962736297742,ERV1,LTR2,Not significant
MSTC:ERVL-MaLR:LTR,2184.92336758731,-0.0355426209118951,0.0433620222727173,-0.819671663105479,0.412403308273337,0.9962736297742,ERVL-MaLR,MSTC,Not significant
MamRTE1:RTE-Bo.B:LINE,7531.05231863053,-0.0598872898459435,0.073138023710096,-0.818825650571642,0.412885894026423,0.9962736297742,RTE-Bo.B,MamRTE1,Not significant
MER90:ERV1:LTR,730.32433716623,-0.0671603271644916,0.0822040545550427,-0.816995311581888,0.41393110736217,0.9962736297742,ERV1,MER90,Not significant
MER110:ERV1:LTR,634.119278774084,0.0506204700175726,0.0622541462868197,0.813126081343272,0.416145774356451,0.9962736297742,ERV1,MER110,Not significant
UCON27:UCON27:Unknown,99.8849566832093,-0.0968373300928498,0.119217018492888,-0.812277737835112,0.416632281738059,0.9962736297742,UCON27,UCON27,Not significant
FAM:Alu:SINE,1659.37645208554,-0.0530589486409067,0.0653765525292435,-0.811589883348055,0.417026998203617,0.9962736297742,Alu,FAM,Not significant
LTR1B0:ERV1:LTR,97.7755424181945,-0.155497822634277,0.191704294091158,-0.811133748315183,0.417288866983117,0.9962736297742,ERV1,LTR1B0,Not significant
LTR1F2:ERV1:LTR,125.718160453344,0.0996199730560781,0.122820239145508,0.811103884418069,0.417306015335134,0.9962736297742,ERV1,LTR1F2,Not significant
LTR49-int:ERV1:LTR,2626.80391973777,-0.0439095333961587,0.0541424523173646,-0.811000084347417,0.417365622312547,0.9962736297742,ERV1,LTR49-int,Not significant
UCON100:DNA:DNA?,37.4713149427602,-0.152241971973682,0.187974209519684,-0.809908829315965,0.417992576915793,0.9962736297742,DNA,UCON100,Not significant
LTR34:ERV1:LTR,191.768732126448,0.101583149781816,0.125427330646495,0.809896449667084,0.417999692528977,0.9962736297742,ERV1,LTR34,Not significant
LTR27E:ERV1:LTR,170.307245092011,0.0866920137388484,0.107106719804315,0.809398456952427,0.41828598948851,0.9962736297742,ERV1,LTR27E,Not significant
X6A_LINE:CR1:LINE,842.136439771521,0.0690022354966491,0.085442103336516,0.807590553159512,0.419326326766676,0.9962736297742,CR1,X6A_LINE,Not significant
UCON74:DNA:DNA?,186.737181471172,-0.0788973015481621,0.0978516854356859,-0.80629476331318,0.420072909249991,0.9962736297742,DNA,UCON74,Not significant
HERVFH19-int:ERV1:LTR,134.469738958668,0.152742022413179,0.189441215434011,0.806276617594783,0.420083369631927,0.9962736297742,ERV1,HERVFH19-int,Not significant
MER33:hAT-Charlie:DNA,8791.55557389755,-0.057389498317068,0.0713621506176543,-0.804200795804917,0.421281019287021,0.9962736297742,hAT-Charlie,MER33,Not significant
Charlie22a:hAT-Charlie:DNA,886.401873901011,-0.0591130591672679,0.0735194652047771,-0.804046370612431,0.421370195208674,0.9962736297742,hAT-Charlie,Charlie22a,Not significant
Ricksha_b:MULE-MuDR:DNA,468.065238198828,0.102808914136649,0.127963301166801,0.803424991378087,0.421729135012862,0.9962736297742,MULE-MuDR,Ricksha_b,Not significant
MER4A1:ERV1:LTR,2367.98425782281,0.0523167669373464,0.0651316763452118,0.803246129579965,0.42183248778056,0.9962736297742,ERV1,MER4A1,Not significant
L1PBb:L1:LINE,292.705746913212,-0.129735783114195,0.16182318160308,-0.801713214565336,0.422718869985816,0.9962736297742,L1,L1PBb,Not significant
UCON64:UCON64:Unknown,29.0223619407815,-0.161542074953605,0.202000809065514,-0.799710039286098,0.423878814990013,0.9962736297742,UCON64,UCON64,Not significant
LTR43:ERV1:LTR,452.751279398855,0.0707900975477154,0.0889668544778479,0.795690686865203,0.426211841295236,0.9962736297742,ERV1,LTR43,Not significant
MER51D:ERV1:LTR,27.6433192788622,-0.178695364431242,0.22489597716873,-0.794568967755145,0.426864275705929,0.9962736297742,ERV1,MER51D,Not significant
MLT1G1:ERVL-MaLR:LTR,2296.24824572952,0.0395731974725994,0.0500447726629835,0.790755864535487,0.429086469537097,0.9962736297742,ERVL-MaLR,MLT1G1,Not significant
LTR25:ERV1:LTR,206.199881070101,-0.0722212945424241,0.0913399189886422,-0.790687087771608,0.429126612789817,0.9962736297742,ERV1,LTR25,Not significant
MER124:DNA:DNA?,567.568139801237,-0.0483976924297409,0.0612227418137034,-0.790518212611447,0.429225190198682,0.9962736297742,DNA,MER124,Not significant
UCON33:TcMar-Tigger:DNA,112.583524935849,-0.0908773280517825,0.115098782379919,-0.789559421678448,0.42978511417199,0.9962736297742,TcMar-Tigger,UCON33,Not significant
MER87B:ERV1:LTR,216.84304126671,0.102351911200291,0.129731434502106,0.788952281250155,0.430139897178893,0.9962736297742,ERV1,MER87B,Not significant
L1M2b:L1:LINE,89.2800097317248,0.128707681421384,0.163846680820104,0.785537313158627,0.432138602090429,0.9962736297742,L1,L1M2b,Not significant
LTR6A:ERV1:LTR,527.004925665805,-0.0834412762219461,0.106320850689075,-0.784806326145394,0.43256713045868,0.9962736297742,ERV1,LTR6A,Not significant
HERVIP10F-int:ERV1:LTR,535.050699663848,0.0678275559938067,0.0864330655122616,0.784740834908656,0.432605535556418,0.9962736297742,ERV1,HERVIP10F-int,Not significant
Eulor8:TcMar:DNA,46.5472004849795,-0.13760894598163,0.1762946481111,-0.780562243131224,0.435060005782563,0.9962736297742,TcMar,Eulor8,Not significant
